item_id,population,current_tags,title,summary,steps,equipment_id,current_app_behaviour,disposition,tags,rationale
ea_ski_ergometer_cross_country_ski_alternating_arm_pulls,TAGGED,upper_back,Ski Ergometer Cross Country Ski Alternating Arm Pulls,"Stand in front of the ski ergometer machine with your feet shoulder-width apart, holding the handles above you with both hands","Stand in front of the ski ergometer machine with your feet shoulder-width apart, holding the handles above you with both hands Begin by pulling one handle down towards your hip by extending your elbow downward Alternate the movement by pulling the opposite handle down towards your hip while bending the other arm upward, mimicking a skiing motion Continue alternating the arm pull movements at a steady pace. Repeat for the desired duration or number of repetitions",ski_erg,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_ski_ergometer_cross_country_ski_basic_pull,TAGGED,upper_back,Ski Ergometer Cross Country Ski Basic Pull,"Stand in front of the ski ergometer machine with your feet shoulder-width apart, holding the handles with both hands","Stand in front of the ski ergometer machine with your feet shoulder-width apart, holding the handles with both hands Begin by pulling both handles down towards your thighs simultaneously, extending your elbows while pushing your hips back, bending your knees, and leaning your torso forward Bring your arms back up to the starting position in a controlled manner Continue pulling the handles down at a consistent pace for the desired duration or number of repetitions",ski_erg,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_ski_ergometer_cross_country_ski_face_biceps_curl_pull,TAGGED,elbow,Ski Ergometer Cross Country Ski Face Biceps Curl Pull,"Stand in front of the ski ergometer machine with your feet shoulder-width apart, holding the handles with both hands, palms facing each other. Engage your core and maintain an upright posture","Stand in front of the ski ergometer machine with your feet shoulder-width apart, holding the handles with both hands, palms facing each other. Engage your core and maintain an upright posture Begin by pulling both handles towards your face in a curl motion, bending your elbows, and keeping your upper arms stationary Squeeze your biceps at the top of the movement, ensuring the handles reach close to your face Extend your arms back to the starting position with control, maintaining a steady rhythm. Repeat the movement for the desired duration or number of repetitions",ski_erg,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_ski_ergometer_cross_country_ski_flyes,TAGGED,shoulder,Ski Ergometer Cross Country Ski Flyes,"Stand with your back facing the ski ergometer machine, feet shoulder-width apart. Hold the handles with both hands. Arms extended out to the sides at shoulder height","Stand with your back facing the ski ergometer machine, feet shoulder-width apart. Hold the handles with both hands. Arms extended out to the sides at shoulder height Begin by pulling both handles inward towards each other in a fly motion, keeping a slight bend in your elbows and squeezing your chest muscles as your hands come together Pause briefly when the handles are close together in front of your chest, ensuring a strong contraction Slowly extend your arms back to the starting position with control, maintaining a steady rhythm. Repeat the movement for the desired duration or number of repetitions",ski_erg,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_ski_ergometer_cross_country_ski_jump_squat_pull,TAGGED,ankle hip knee,Ski Ergometer Cross Country Ski Jump Squat Pull,"Stand in front of the ski ergometer machine with your feet shoulder-width apart, holding the handles with both hands. Engage your core and maintain an upright posture","Stand in front of the ski ergometer machine with your feet shoulder-width apart, holding the handles with both hands. Engage your core and maintain an upright posture Begin by pulling both handles down towards your hips while simultaneously lowering into a squat position, bending your knees, and pushing your hips back Explosively jump up from the squat position, extending your legs fully while pulling the handles back up in a controlled manner Land softly back into the squat position with control, immediately transitioning into the next repetition. Repeat for the desired duration or number of repetitions",ski_erg,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_ski_ergometer_cross_country_ski_kneeling_reverse_fly_pull,TAGGED,knee shoulder upper_back,Ski Ergometer Cross Country Ski Kneeling Reverse Fly Pull,"Kneel on the floor facing the ski ergometer machine, holding opposite handles with cables crossing, arms extended forward at head height. Engage your core and keep your spine neutral","Kneel on the floor facing the ski ergometer machine, holding opposite handles with cables crossing, arms extended forward at head height. Engage your core and keep your spine neutral Begin by pulling both handles outward in a reverse fly motion, keeping a slight bend in your elbows and squeezing your shoulder blades together as your arms move out to your sides Pause for a second when your arms are fully extended to the sides and slowly return your arms to the starting position with control, maintaining a steady rhythm Repeat the movement for the desired duration or number of repetitions",ski_erg,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_ski_ergometer_cross_country_ski_pullover_pull,TAGGED,shoulder,Ski Ergometer Cross Country Ski Pullover Pull,"Stand in front of the ski ergometer machine with your feet shoulder-width apart, holding the handles with both hands and arms straight. Slightly bend your knees, push your hips back, and lean slightly forward","Stand in front of the ski ergometer machine with your feet shoulder-width apart, holding the handles with both hands and arms straight. Slightly bend your knees, push your hips back, and lean slightly forward Begin by pulling both handles down and back in a pullover motion, keeping your arms straight Pull the handles down until they are at hip level, then slowly return your arms to the starting position with control, maintaining a steady rhythm Repeat the movement for the desired duration or number of repetitions",ski_erg,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_ski_ergometer_cross_country_ski_reverse_fly_pull,TAGGED,shoulder upper_back,Ski Ergometer Cross Country Ski Reverse Fly Pull,"Stand in front of the ski ergometer machine with your feet shoulder-width apart, holding opposite handles with cables crossing. Extend your arms forward at head height","Stand in front of the ski ergometer machine with your feet shoulder-width apart, holding opposite handles with cables crossing. Extend your arms forward at head height Begin by pulling both handles outward in a reverse fly motion, keeping a slight bend in your elbows and squeezing your shoulder blades together as your arms move out to your sides Pause for a second when your arms are fully extended to the sides and slowly return your arms to the starting position with control, maintaining a steady rhythm Repeat the movement for the desired duration or number of repetitions",ski_erg,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_ski_ergometer_cross_country_ski_reverse_lunge_pull,TAGGED,hip knee,Ski Ergometer Cross Country Ski Reverse Lunge Pull,"Stand in front of the ski ergometer machine with your feet shoulder-width apart, holding the handles with both hands. Engage your core and maintain an upright posture","Stand in front of the ski ergometer machine with your feet shoulder-width apart, holding the handles with both hands. Engage your core and maintain an upright posture Begin by stepping your right foot back into a reverse lunge position, lowering your body until your right knee is close to the floor and your left thigh is parallel to the floor. Simultaneously, pull both handles down towards your hips Pause briefly at the bottom of the lunge, then push through your left heel to return to the starting position, extending your left leg and bringing your right foot forward. Extend your arms back up in a controlled manner Repeat for the desired number of repetitions, then switch to the left leg",ski_erg,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_ski_ergometer_cross_country_ski_reverse_triceps_extension_pull,TAGGED,elbow,Ski Ergometer Cross Country Ski Reverse Triceps Extension Pull,"Stand with your back facing the ski ergometer machine, with the right foot a step forward and the other a step back for support. Hold the handles with both hands, palms facing each other, and upper arms parallel to the floor","Stand with your back facing the ski ergometer machine, with the right foot a step forward and the other a step back for support. Hold the handles with both hands, palms facing each other, and upper arms parallel to the floor Begin by pulling both handles forward, extending your elbows, and engaging your triceps Continue pulling until your arms are fully extended in front of you, then slowly return your arms to the starting position with control, maintaining a steady rhythm Repeat the movement for the desired duration or number of repetitions",ski_erg,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_ski_ergometer_cross_country_ski_squat_pull_half_circles,TAGGED,ankle hip knee,Ski Ergometer Cross Country Ski Squat Pull Half Circles,"Stand in front of the ski ergometer machine with your feet shoulder-width apart, holding the handles with both hands","Stand in front of the ski ergometer machine with your feet shoulder-width apart, holding the handles with both hands Begin by pulling both handles downwards with your arms bent to 90 degrees until both elbows are close to your sides, while simultaneously lowering into a squat position, bending your knees and pushing your hips back Bring the handles back in a half-circle motion in a controlled manner as you stand back up from the squat Repeat the movement for the desired duration or number of repetitions",ski_erg,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_ski_ergometer_cross_country_ski_squat_wide_lat_pull,TAGGED,ankle hip knee,Ski Ergometer Cross Country Ski Squat Wide Lat Pull,"Stand in front of the ski ergometer machine with your feet shoulder-width apart, holding the handles with both hands. Engage your core and maintain an upright posture","Stand in front of the ski ergometer machine with your feet shoulder-width apart, holding the handles with both hands. Engage your core and maintain an upright posture Begin by pulling both handles down in a wide arc motion while simultaneously lowering into a squat position, bending your knees, and pushing your hips back Continue pulling the handles down towards your sides until they are at hip level, then slowly return your arms to the starting position with control, and stand back up from the squat Repeat the movement for the desired duration or number of repetitions",ski_erg,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_ski_ergometer_cross_country_ski_triceps_extension_pull,TAGGED,elbow,Ski Ergometer Cross Country Ski Triceps Extension Pull,"Stand in front of the ski ergometer machine with your feet shoulder-width apart, holding the handles with both hands, palms facing each other. Arms bent at 90 degrees with elbows pointing down","Stand in front of the ski ergometer machine with your feet shoulder-width apart, holding the handles with both hands, palms facing each other. Arms bent at 90 degrees with elbows pointing down Begin by pulling both handles down towards your hips, extending your elbows, and engaging your triceps Continue pulling until your arms are fully extended down, then slowly return your arms to the starting position with control, maintaining a steady rhythm Repeat the movement for the desired duration or number of repetitions",ski_erg,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_skipping,UNTAGGED,,Skipping,"Stand with your feet together and arms by your sides as if holding the handles of a skipping rope, one in each hand. Engage your core and maintain an upright posture","Stand with your feet together and arms by your sides as if holding the handles of a skipping rope, one in each hand. Engage your core and maintain an upright posture Swing your hands in a circular motion as if turning a skipping rope, and jump lightly off the floor, keeping your knees slightly bent and landing softly on your forefeet Keep your jumps low and quick, simulating skipping with a rope. Repeat for the desired duration or number of repetitions",,"SHOWN to every user, including one with a declared injury. It carries no tag to screen against and the app does not tell the user it could not screen it. This is finding F013: the behaviour is reproduced and verified; its severity is what Q3 asks you to judge.",,,
ea_sled_battle_rope_pull,UNTAGGED,,Sled Battle Rope Pull,Attach a rope to a loaded sled and sit or stand at the far end,"Attach a rope to a loaded sled and sit or stand at the far end Take the rope in both hands and set your feet firmly Brace your stomach and keep your spine neutral Pull the rope hand over hand, drawing the sled toward you Keep pulling without pausing until the sled reaches you, then reset",battle_ropes,"SHOWN to every user, including one with a declared injury. It carries no tag to screen against and the app does not tell the user it could not screen it. This is finding F013: the behaviour is reproduced and verified; its severity is what Q3 asks you to judge.",,,
ea_sled_drag_and_row,TAGGED,upper_back,Sled Drag and Row,Attach straps to the sled and hold one end in each hand,"Attach straps to the sled and hold one end in each hand Walk backwards until the straps are tight and your arms are extended Row both hands to your ribs, squeezing the shoulder blades together Extend the arms and take several steps backwards, dragging the sled Repeat the row and continue for the set distance",weighted_sled,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_smith_machine_bulgarian_split_squat,TAGGED,ankle hip knee upper_back,Smith Machine Bulgarian Split Squat,"Position yourself under the bar of a smith machine, resting it across your shoulders, and hold it firmly with both hands. Place your right foot back on a bench or box behind you, ensuring your left foot is firmly planted on the floor in front","Position yourself under the bar of a smith machine, resting it across your shoulders, and hold it firmly with both hands. Place your right foot back on a bench or box behind you, ensuring your left foot is firmly planted on the floor in front Lower your body by bending your left knee, keeping your torso upright and your right knee pointing towards the floor Continue lowering until your left thigh is parallel to the floor and your right knee is close to, but not touching the floor Push through your left heel to return to the starting position, extending your left leg fully. Repeat for the desired number of repetitions, then switch to your right leg",smith_machine,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_smith_machine_calf_raise,TAGGED,ankle upper_back,Smith Machine Calf Raise,"Position yourself under the bar of a smith machine, resting it across your shoulders, and hold it firmly with both hands. Place your feet shoulder-width apart with your toes pointing forward","Position yourself under the bar of a smith machine, resting it across your shoulders, and hold it firmly with both hands. Place your feet shoulder-width apart with your toes pointing forward Lift your heels off the floor by pushing through your forefeet, raising your body upwards Continue lifting until you are standing on your forefeet, then slowly lower your heels back to the starting position with control Repeat for the desired number of repetitions",smith_machine,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_smith_machine_narrow_stance_heels_elevated_squats,TAGGED,ankle hip knee,Smith Machine Narrow Stance Heels Elevated Squats,Place a small plate or wedge under your heels and stand under the bar,"Place a small plate or wedge under your heels and stand under the bar Set your feet close together, slightly in front of the bar, and unlock it Keep your chest tall and your torso as upright as the machine allows Squat straight down as deep as you can control, knees travelling forward Drive back up without letting your heels leave the wedge",smith_machine,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_smith_machine_press_decline,TAGGED,shoulder,Smith Machine Press Decline,Position a decline bench under the smith machine. Adjust the bench so that the barbell is at chest height when lying on the bench,"Position a decline bench under the smith machine. Adjust the bench so that the barbell is at chest height when lying on the bench Lie on the decline bench with your feet secured under the foot pads. Grip the barbell with your hands slightly wider than shoulder-width apart Unrack the barbell and lower it to your chest until it slightly touches it Press the barbell back to the starting position, fully extending your arms. Repeat for the desired number of repetitions",smith_machine,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_smith_machine_press_flat,TAGGED,shoulder,Smith Machine Press Flat,Position a flat bench under the smith machine. Adjust the bench so that the barbell is at chest height when lying on the bench,"Position a flat bench under the smith machine. Adjust the bench so that the barbell is at chest height when lying on the bench Lie on the flat bench with your feet flat on the floor. Grip the barbell with your hands slightly wider than shoulder-width apart Unrack the barbell and lower it to your chest until it slightly touches it Press the barbell back to the starting position, fully extending your arms. Repeat for the desired number of repetitions",smith_machine,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_smith_machine_press_incline,TAGGED,shoulder,Smith Machine Press Incline,Position an incline bench under the smith machine. Adjust the bench so that the barbell is at chest height when lying on the bench,"Position an incline bench under the smith machine. Adjust the bench so that the barbell is at chest height when lying on the bench Lie on the incline bench with your feet flat on the floor. Grip the barbell with your hands slightly wider than shoulder-width apart Unrack the barbell and lower it to your chest until it slightly touches it Press the barbell back to the starting position, fully extending your arms. Repeat for the desired number of repetitions",smith_machine,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_smith_machine_shoulder_press,TAGGED,shoulder,Smith Machine Shoulder Press,Position an adjustable bench under the Smith machine and set it to a vertical position. Adjust the barbell to your shoulder height,Position an adjustable bench under the Smith machine and set it to a vertical position. Adjust the barbell to your shoulder height Sit on the bench with your spine neutral and feet flat on the floor. Grip the barbell with your hands slightly wider than shoulder-width apart Unrack the barbell and press it upward until your arms are fully extended above your head Lower the barbell back to shoulder height with control. Repeat for the desired number of repetitions,smith_machine,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_spider_curl_barbell,TAGGED,elbow,Spider Curl Barbell,"Set an incline bench at a 45-degree angle and lie face down, ensuring your chest is supported and your feet are firm on the floor. Hold a barbell with an underhand grip and hands shoulder-width apart","Set an incline bench at a 45-degree angle and lie face down, ensuring your chest is supported and your feet are firm on the floor. Hold a barbell with an underhand grip and hands shoulder-width apart Let your arms hang straight down towards the floor, keeping your elbows slightly bent Curl the barbell towards your shoulders by bending your elbows, keeping your upper arms stationary, and focusing on contracting your biceps Slowly lower the barbell back to the starting position with control, fully extending your arms. Repeat for the desired number of repetitions",bench_press,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_spider_curl_dumbbells_simultaneous,TAGGED,elbow,Spider Curl Dumbbells Simultaneous,"Set an incline bench at a 45-degree angle and lie face down, ensuring your chest is supported and your feet are firm on the floor. Hold a dumbbell in each hand with an underhand grip, hands shoulder-width apart","Set an incline bench at a 45-degree angle and lie face down, ensuring your chest is supported and your feet are firm on the floor. Hold a dumbbell in each hand with an underhand grip, hands shoulder-width apart Let your arms hang straight down towards the floor, keeping your elbows slightly bent Curl the dumbbells towards your shoulders by bending your elbows, keeping your upper arms stationary, and focusing on contracting your biceps Slowly lower the dumbbells back to the starting position with control, fully extending your arms. Repeat for the desired number of repetitions",bench_press,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_spider_curl_ez_bar,TAGGED,elbow,Spider Curl Ez Bar,"Set an incline bench at a 45-degree angle and lie face down, ensuring your chest is supported and your feet are firm on the floor. Hold an EZ bar with an underhand grip and hands shoulder-width apart","Set an incline bench at a 45-degree angle and lie face down, ensuring your chest is supported and your feet are firm on the floor. Hold an EZ bar with an underhand grip and hands shoulder-width apart Let your arms hang straight down towards the floor, keeping your elbows slightly bent Curl the EZ bar towards your shoulders by bending your elbows, keeping your upper arms stationary, and focusing on contracting your biceps Slowly lower the EZ bar back to the starting position with control, fully extending your arms. Repeat for the desired number of repetitions",adjustable_bench,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_spider_plank,TAGGED,elbow wrist,Spider Plank,"Begin in a standard plank position with your forearms on the floor, elbows directly under your shoulders, and your body forming a straight line from head to heels. Engage your core and keep your feet hip-width apart","Begin in a standard plank position with your forearms on the floor, elbows directly under your shoulders, and your body forming a straight line from head to heels. Engage your core and keep your feet hip-width apart Lift your right foot off the floor and bring your right knee towards your right elbow, keeping your hips level and your core tight Return your right foot to the starting position, maintaining a stable plank position Repeat the movement with your left leg, bringing your left knee towards your left elbow. Continue alternating legs for the desired duration or number of repetitions",,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_standing_ab_wheel_rollout,UNTAGGED,,Standing Ab Wheel Rollout,"Stand with your feet shoulder-width apart, holding an ab wheel with both hands. Engage your core and maintain an upright posture","Stand with your feet shoulder-width apart, holding an ab wheel with both hands. Engage your core and maintain an upright posture Bend at your hips and knees to lower the ab wheel to the floor in front of your feet. Keep your arms extended and your spine neutral Slowly roll the ab wheel forward, extending your body into a plank position. Ensure your core remains tight and your back stays straight throughout the movement Roll the ab wheel back towards your feet, bending at your hips and knees to return to the starting position. Repeat for the desired number of repetitions",ab_wheel,"SHOWN to every user, including one with a declared injury. It carries no tag to screen against and the app does not tell the user it could not screen it. This is finding F013: the behaviour is reproduced and verified; its severity is what Q3 asks you to judge.",,,
ea_standing_adductor_stretch,UNTAGGED,,Standing Adductor Stretch,"Stand with your feet wider than shoulder-width apart, toes pointing slightly outward. Keep your hands to your hips","Stand with your feet wider than shoulder-width apart, toes pointing slightly outward. Keep your hands to your hips Shift your weight to your right leg, bending your right knee while keeping your left leg straight. Lean your torso slightly forward Hold the stretch for 20-30 seconds, feeling a stretch along the inner thigh of your left leg Return to the starting position and repeat the stretch on the other side by shifting your weight to your left leg and bending your left knee",,"SHOWN to every user, including one with a declared injury. It carries no tag to screen against and the app does not tell the user it could not screen it. This is finding F013: the behaviour is reproduced and verified; its severity is what Q3 asks you to judge.",,,
ea_standing_arnold_press_dumbbell,TAGGED,shoulder,Standing Arnold Press Dumbbell,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder height. Your palms should be facing backward, and your elbows should be bent","Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder height. Your palms should be facing backward, and your elbows should be bent Begin to press the dumbbells overhead. As you press, rotate your palms so they face forward at the top of the movement Fully extend your arms at the top, ensuring your biceps are near your ears Slowly lower the dumbbells back to the starting position by rotating your palms back towards your shoulders. Repeat for the desired number of repetitions",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_standing_bow_hamstring_stretch,UNTAGGED,,Standing Bow Hamstring Stretch,Stand with your feet together and your arms by your sides. Engage your core and maintain an upright posture,"Stand with your feet together and your arms by your sides. Engage your core and maintain an upright posture Hinge at your hips and lower your torso towards your legs, reaching your hands towards the back of your feet. Keep your spine neutral and avoid rounding your shoulders Hold the stretch for 20-30 seconds, feeling a stretch along the back of your legs Return to the starting position and repeat the stretch as needed",,"SHOWN to every user, including one with a declared injury. It carries no tag to screen against and the app does not tell the user it could not screen it. This is finding F013: the behaviour is reproduced and verified; its severity is what Q3 asks you to judge.",,,
ea_standing_cable_hip_flexion,UNTAGGED,,Standing Cable Hip Flexion,Attach an ankle strap to a low pulley and fasten it around one ankle,"Attach an ankle strap to a low pulley and fasten it around one ankle Stand facing away from the machine and hold something stable for balance Stand tall on the other leg with the working leg slightly behind you Drive the knee up and forward against the cable until the thigh is about parallel to the floor Lower slowly back past the standing leg, then switch sides",cable_machine,"SHOWN to every user, including one with a declared injury. It carries no tag to screen against and the app does not tell the user it could not screen it. This is finding F013: the behaviour is reproduced and verified; its severity is what Q3 asks you to judge.",,,
ea_standing_cable_oblique_twist,UNTAGGED,,Standing Cable Oblique Twist,Stand sideways to a cable machine with your feet shoulder-width apart. Attach a handle to a mid-pulley and grasp it with both hands. Bend your arms at 90 degrees and keep your elbows close to your torso sides,"Stand sideways to a cable machine with your feet shoulder-width apart. Attach a handle to a mid-pulley and grasp it with both hands. Bend your arms at 90 degrees and keep your elbows close to your torso sides Engage your core and keep your arms stationary as you twist your torso away from the machine, pulling the handle across your body Twist until your shoulders are turned 90 degrees from the machine, feeling the stretch in your oblique muscles Slowly return to the starting position with control, keeping your arms straight. Repeat for the desired number of repetitions, then switch sides",cable_machine,"SHOWN to every user, including one with a declared injury. It carries no tag to screen against and the app does not tell the user it could not screen it. This is finding F013: the behaviour is reproduced and verified; its severity is what Q3 asks you to judge.",,,
ea_standing_calf_raise_resistance_band,TAGGED,ankle,Standing Calf Raise Resistance Band,"Stand with your feet shoulder-width apart, holding a resistance band under your forefeet. Hold the handles of the band by your sides","Stand with your feet shoulder-width apart, holding a resistance band under your forefeet. Hold the handles of the band by your sides Slowly lift your heels off the floor by pushing through your forefeet, raising your body upwards Continue lifting until you are standing on your forefeet, feeling a strong contraction in your calves Slowly lower your heels back to the starting position with control. Repeat for the desired number of repetitions",resistance_bands,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_standing_calf_raises_smith_machine,TAGGED,ankle,Standing Calf Raises Smith Machine,"Stand in front of the Smith machine bar and place both hands on the bar keeping your arms straight. Place your forefeet shoulder-width apart on a low platform, heels extended to the floor","Stand in front of the Smith machine bar and place both hands on the bar keeping your arms straight. Place your forefeet shoulder-width apart on a low platform, heels extended to the floor Slowly lift your heels off the floor by pushing through your forefeet, raising your body upwards Continue lifting until you are standing on your forefeet, feeling a strong contraction in your calves Slowly lower your heels back to the starting position with control. Repeat for the desired number of repetitions",smith_machine,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_standing_dumbbell_alternate_shoulder_press,TAGGED,shoulder,Standing Dumbbell Alternate Shoulder Press,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder height with your palms facing forward and elbows pointing to the floor","Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder height with your palms facing forward and elbows pointing to the floor Press the right dumbbell overhead until your arm is fully extended, keeping the left dumbbell at shoulder height Lower the right dumbbell back to shoulder height with control and then press the left dumbbell overhead until your arm is fully extended Continue alternating arms for the desired number of repetitions",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_standing_front_raise_dumbbell,TAGGED,shoulder,Standing Front Raise Dumbbell,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand with your arms fully extended in front of your hips and palms facing your thighs","Stand with your feet shoulder-width apart, holding a dumbbell in each hand with your arms fully extended in front of your hips and palms facing your thighs Raise both arms straight in front of you until they are parallel to the floor, keeping a slight bend in your elbows Lower your arms back to the starting position with control Repeat the movement for the desired number of repetitions",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_standing_gastrocnemius_stretch,UNTAGGED,,Standing Gastrocnemius Stretch,Stand facing a bench with your feet shoulder-width apart,"Stand facing a bench with your feet shoulder-width apart Place your right foot on the bench, keeping your heel on the bench and your toes pointing up. Your left foot should remain flat on the floor Lean forward slightly, grab your right heel with your right hand, and straighten your leg while lightly pulling your forefoot Hold the stretch for 20-30 seconds, then switch legs and repeat. Perform the stretch for the desired number of repetitions on each side",adjustable_bench,"SHOWN to every user, including one with a declared injury. It carries no tag to screen against and the app does not tell the user it could not screen it. This is finding F013: the behaviour is reproduced and verified; its severity is what Q3 asks you to judge.",,,
ea_standing_hamstring_calf_stretch_with_resistance_band,TAGGED,ankle,Standing Hamstring Calf Stretch with Resistance Band,"Stand with your feet shoulder-width apart, holding a resistance band in both hands. Place the center of the band under your right forefoot","Stand with your feet shoulder-width apart, holding a resistance band in both hands. Place the center of the band under your right forefoot Extend your right leg straight out in front of you, keeping your heel on the floor and your toes pointing upward. Hold the ends of the resistance band to create tension Gently pull on the resistance band, leaning your torso forward to increase the stretch in your right hamstring. Keep your spine neutral and avoid rounding your shoulders Hold the stretch for 20-30 seconds, then switch to your left leg and repeat. Perform the stretch for the desired number of repetitions on each side",resistance_bands,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_standing_lat_cable_pull_over,UNTAGGED,,Standing Lat Cable Pull Over,"Stand facing a cable machine with your feet shoulder-width apart. Attach a straight bar to the high pulley and hold it with both hands, arms extended and palms facing down","Stand facing a cable machine with your feet shoulder-width apart. Attach a straight bar to the high pulley and hold it with both hands, arms extended and palms facing down Slightly bend your knees, hinge at your hips, and lean forward slightly. Keep your arms straight and pull the bar down in an arc motion towards your thighs Keep pulling the bar down until it reaches your thighs, feeling a strong contraction in your lats Slowly return the bar to the starting position with control, maintaining tension in your lats. Repeat for the desired number of repetitions",cable_machine,"SHOWN to every user, including one with a declared injury. It carries no tag to screen against and the app does not tell the user it could not screen it. This is finding F013: the behaviour is reproduced and verified; its severity is what Q3 asks you to judge.",,,
ea_standing_lateral_stretch,UNTAGGED,,Standing Lateral Stretch,"Stand with your feet shoulder-width apart, arms relaxed by your sides. Engage your core and maintain an upright posture","Stand with your feet shoulder-width apart, arms relaxed by your sides. Engage your core and maintain an upright posture Place your right hand behind your head. Keep your left hand extended down the side of your leg Gently bend your torso to the left as far as you can control and hold the stretch for 20-30 seconds, feeling a stretch along the right side of your torso Return to the starting position and repeat the stretch on the other side",,"SHOWN to every user, including one with a declared injury. It carries no tag to screen against and the app does not tell the user it could not screen it. This is finding F013: the behaviour is reproduced and verified; its severity is what Q3 asks you to judge.",,,
ea_standing_leg_elevated_hamstring_stretch,UNTAGGED,,Standing Leg Elevated Hamstring Stretch,"Stand facing an incline bench with your feet shoulder-width apart. Place your right heel on the edge of the bench headrest, keeping your leg straight and toes pointing upward","Stand facing an incline bench with your feet shoulder-width apart. Place your right heel on the edge of the bench headrest, keeping your leg straight and toes pointing upward Engage your core and hinge at your hips, leaning your torso towards your right leg Reach towards your right foot with both hands, feeling a stretch along the back of your right leg (hamstring). Hold this position for 20-30 seconds Return to the starting position and switch legs. Perform the stretch for the desired number of repetitions on each side",adjustable_bench,"SHOWN to every user, including one with a declared injury. It carries no tag to screen against and the app does not tell the user it could not screen it. This is finding F013: the behaviour is reproduced and verified; its severity is what Q3 asks you to judge.",,,
ea_standing_oblique_crunch,TAGGED,lower_back neck,Standing Oblique Crunch,"Stand with your feet shoulder-width apart, placing your hands behind your head with your elbows flared out to the sides. Engage your core and maintain an upright posture","Stand with your feet shoulder-width apart, placing your hands behind your head with your elbows flared out to the sides. Engage your core and maintain an upright posture Lift your right knee towards your right elbow while simultaneously bending your torso to the right to bring your elbow and knee closer together Return to the starting position by lowering your right leg and straightening your torso Repeat the movement on the left side, lifting your left knee towards your left elbow. Continue alternating sides for the desired number of repetitions",,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_standing_one_arm_chest_stretch,UNTAGGED,,Standing One Arm Chest Stretch,Stand with your right side facing near a wall with your feet shoulder-width apart. Extend your right arm to the side at shoulder height and place your palm flat against the wall,"Stand with your right side facing near a wall with your feet shoulder-width apart. Extend your right arm to the side at shoulder height and place your palm flat against the wall Slowly turn your body away from the wall, keeping your arm extended and feeling a stretch in your chest and shoulder Hold the stretch for 20-30 seconds, maintaining a gentle pressure Return to the starting position and repeat the stretch on the left side. Perform the stretch for the desired number of repetitions on each side",,"SHOWN to every user, including one with a declared injury. It carries no tag to screen against and the app does not tell the user it could not screen it. This is finding F013: the behaviour is reproduced and verified; its severity is what Q3 asks you to judge.",,,
ea_standing_overhand_shoulder_stretch,UNTAGGED,,Standing Overhand Shoulder Stretch,"Stand with your feet shoulder-width apart, arms extended straight out in front of you at shoulder level, palms facing down","Stand with your feet shoulder-width apart, arms extended straight out in front of you at shoulder level, palms facing down Swiftly raise your right arm overhead while simultaneously lowering your left arm down towards your thigh to your side. Keeping both arms straight Swiftly return to the starting position and repeat the stretch by raising your left arm overhead and lowering your right arm Perform the stretch for the desired number of repetitions",,"SHOWN to every user, including one with a declared injury. It carries no tag to screen against and the app does not tell the user it could not screen it. This is finding F013: the behaviour is reproduced and verified; its severity is what Q3 asks you to judge.",,,
