index,id,title,group,has_purpose,priority,visual_status,poster_ref_status,safety_tags,issue_codes,fields,findings,recommended_actions,original_purpose,proposed_purpose,original_steps,proposed_steps,poster_src
1437,ea_dumbbell_leaning_fly,Dumbbell Leaning Fly,Shoulders,False,P2,NOT_VERIFIED,PASS,shoulder,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.,[not written — H3 pending],[not generated in this audit — H3 pending],"Sit on a bench holding a dumbbell in each hand, with your arms hanging down by your sides and feet flat on the floor || Lean your torso slightly forward, keeping your back straight. Raise both arms out to your sides at shoulder height, maintaining a slight bend in your elbows || Lower the dumbbells down to your sides and repeat for the desired number of repetitions","Sit on a bench holding a dumbbell in each hand, with your arms hanging down by your sides and feet flat on the floor || Lean your torso slightly forward, keeping your back straight. Raise both arms out to your sides at shoulder height, maintaining a slight bend in your elbows || Lower the dumbbells down to your sides and repeat for the desired number of repetitions",../../mobile/assets/posters/men/ea_dumbbell_leaning_fly.jpg
1438,ea_dumbbell_lying_external_shoulder_rotation,Dumbbell Lying External Shoulder Rotation,Shoulders,False,PASS,NOT_VERIFIED,PASS,,,,No targeted pattern issue detected,None,[not written — H3 pending],[not generated in this audit — H3 pending],"Lie on your side on the floor with your knees slightly bent for stability. Support your head with your lower hand. Hold a dumbbell in your top hand, keeping your upper arm against your side and your elbow bent at 90 degrees || Start with your forearm across your abdomen, perpendicular to the floor || Rotate your shoulder to lift the dumbbell, bringing your forearm to a vertical position without moving your upper arm away from your side || Slowly lower the dumbbell back to the starting position, maintaining control throughout the movement","Lie on your side on the floor with your knees slightly bent for stability. Support your head with your lower hand. Hold a dumbbell in your top hand, keeping your upper arm against your side and your elbow bent at 90 degrees || Start with your forearm across your abdomen, perpendicular to the floor || Rotate your shoulder to lift the dumbbell, bringing your forearm to a vertical position without moving your upper arm away from your side || Slowly lower the dumbbell back to the starting position, maintaining control throughout the movement",../../mobile/assets/posters/men/ea_dumbbell_lying_external_shoulder_rotation.jpg
1439,ea_dumbbell_lying_one_arm_rear_lateral_raise,Dumbbell Lying One Arm Rear Lateral Raise,Shoulders,False,PASS,NOT_VERIFIED,PASS,shoulder,,,No targeted pattern issue detected,None,[not written — H3 pending],[not generated in this audit — H3 pending],"Lie face down on a flat bench with your legs bent and forefeet firm on the floor. Hold a dumbbell in one hand, letting it hang straight down from your shoulder and your free hand holding the bench for support || Keeping your elbow slightly bent, raise the dumbbell out to the side and up to shoulder level, squeezing your shoulder blade at the top of the movement || Slowly lower the dumbbell back to the starting position in a controlled manner. Repeat for the desired number of repetitions, then switch to the other arm","Lie face down on a flat bench with your legs bent and forefeet firm on the floor. Hold a dumbbell in one hand, letting it hang straight down from your shoulder and your free hand holding the bench for support || Keeping your elbow slightly bent, raise the dumbbell out to the side and up to shoulder level, squeezing your shoulder blade at the top of the movement || Slowly lower the dumbbell back to the starting position in a controlled manner. Repeat for the desired number of repetitions, then switch to the other arm",../../mobile/assets/posters/men/ea_dumbbell_lying_one_arm_rear_lateral_raise.jpg
1440,ea_dumbbell_lying_rear_delt_row,Dumbbell Lying Rear Delt Row,Shoulders,False,PASS,NOT_VERIFIED,PASS,shoulder; upper_back,,,No targeted pattern issue detected,None,[not written — H3 pending],[not generated in this audit — H3 pending],"Lie face down on an incline bench with a dumbbell in each hand, arms hanging straight down, and palms facing forward || Pull the dumbbells towards your ribcage by squeezing your shoulder blades together, keeping your elbows pointed backward || Lower the dumbbells back to the starting position with control. Repeat for the desired number of repetitions","Lie face down on an incline bench with a dumbbell in each hand, arms hanging straight down, and palms facing forward || Pull the dumbbells towards your ribcage by squeezing your shoulder blades together, keeping your elbows pointed backward || Lower the dumbbells back to the starting position with control. Repeat for the desired number of repetitions",../../mobile/assets/posters/men/ea_dumbbell_lying_rear_delt_row.jpg
1441,ea_dumbbell_lying_rear_lateral_raise,Dumbbell Lying Rear Lateral Raise,Shoulders,False,PASS,NOT_VERIFIED,PASS,shoulder,,,No targeted pattern issue detected,None,[not written — H3 pending],[not generated in this audit — H3 pending],"Lie face down on a flat bench with a dumbbell in each hand, arms hanging straight down, and palms facing each other || Raise the dumbbells out to your sides until your arms are parallel to the floor, maintaining a slight bend in your elbows || Lower the dumbbells back to the starting position with control. Repeat for the desired number of repetitions","Lie face down on a flat bench with a dumbbell in each hand, arms hanging straight down, and palms facing each other || Raise the dumbbells out to your sides until your arms are parallel to the floor, maintaining a slight bend in your elbows || Lower the dumbbells back to the starting position with control. Repeat for the desired number of repetitions",../../mobile/assets/posters/men/ea_dumbbell_lying_rear_lateral_raise.jpg
1442,ea_dumbbell_one_arm_front_raise,Dumbbell One Arm Front Raise,Shoulders,False,PASS,NOT_VERIFIED,PASS,shoulder,,,No targeted pattern issue detected,None,[not written — H3 pending],[not generated in this audit — H3 pending],"Stand with your feet shoulder-width apart, holding a dumbbell in one hand with your arm extended down by your side, palm facing your thigh || Keeping your arm straight, lift the dumbbell directly in front of you to shoulder height, ensuring your palm is facing downwards || Pause briefly at the top of the movement, then slowly lower the dumbbell back to the starting position || Repeat for the desired number of repetitions, then switch to the other arm","Stand with your feet shoulder-width apart, holding a dumbbell in one hand with your arm extended down by your side, palm facing your thigh || Keeping your arm straight, lift the dumbbell directly in front of you to shoulder height, ensuring your palm is facing downwards || Pause briefly at the top of the movement, then slowly lower the dumbbell back to the starting position || Repeat for the desired number of repetitions, then switch to the other arm",../../mobile/assets/posters/men/ea_dumbbell_one_arm_front_raise.jpg
1443,ea_dumbbell_one_arm_lateral_raise,Dumbbell One Arm Lateral Raise,Shoulders,False,PASS,NOT_VERIFIED,PASS,shoulder,,,No targeted pattern issue detected,None,[not written — H3 pending],[not generated in this audit — H3 pending],"Stand with your feet shoulder-width apart, holding a dumbbell in one hand by your side with your palm facing your body. Keep your other hand on your hip or relaxed by your side || Lift the dumbbell out to the side, maintaining a slight bend in your elbow. Raise your arm until it is parallel to the floor || Lower the dumbbell back to the starting position, keeping the movement smooth and controlled || Repeat for the desired number of repetitions, then switch arms","Stand with your feet shoulder-width apart, holding a dumbbell in one hand by your side with your palm facing your body. Keep your other hand on your hip or relaxed by your side || Lift the dumbbell out to the side, maintaining a slight bend in your elbow. Raise your arm until it is parallel to the floor || Lower the dumbbell back to the starting position, keeping the movement smooth and controlled || Repeat for the desired number of repetitions, then switch arms",../../mobile/assets/posters/men/ea_dumbbell_one_arm_lateral_raise.jpg
1444,ea_dumbbell_one_arm_low_fly,Dumbbell One Arm Low Fly,Shoulders,False,PASS,NOT_VERIFIED,PASS,shoulder,,,No targeted pattern issue detected,None,[not written — H3 pending],[not generated in this audit — H3 pending],"Stand with your feet shoulder-width apart, holding a dumbbell in one hand. Extend your arm straight down in front of your body, palm facing forward || Lift the dumbbell in front of you sideways in a wide arc, maintaining a slight bend in your elbow || Raise your arm until the dumbbell is at your eye level, keeping your shoulder muscle engaged || Lower the dumbbell back to the starting position in a controlled manner. Repeat for the desired number of repetitions, then switch arms","Stand with your feet shoulder-width apart, holding a dumbbell in one hand. Extend your arm straight down in front of your body, palm facing forward || Lift the dumbbell in front of you sideways in a wide arc, maintaining a slight bend in your elbow || Raise your arm until the dumbbell is at your eye level, keeping your shoulder muscle engaged || Lower the dumbbell back to the starting position in a controlled manner. Repeat for the desired number of repetitions, then switch arms",../../mobile/assets/posters/men/ea_dumbbell_one_arm_low_fly.jpg
1445,ea_dumbbell_one_arm_shoulder_press_version_2,Dumbbell One Arm Shoulder Press (version 2),Shoulders,False,PASS,NOT_VERIFIED,PASS,shoulder,,,No targeted pattern issue detected,None,[not written — H3 pending],[not generated in this audit — H3 pending],"Begin standing with your feet shoulder-width apart, holding a dumbbell in your right hand at shoulder height with your palm facing forward. Place your left hand on your hip for stability || Engage your core and press the dumbbell overhead by extending your right arm fully overhead || Lower the dumbbell back to shoulder height with control, maintaining a steady and smooth motion || Repeat the exercise for the desired number of repetitions","Begin standing with your feet shoulder-width apart, holding a dumbbell in your right hand at shoulder height with your palm facing forward. Place your left hand on your hip for stability || Engage your core and press the dumbbell overhead by extending your right arm fully overhead || Lower the dumbbell back to shoulder height with control, maintaining a steady and smooth motion || Repeat the exercise for the desired number of repetitions",../../mobile/assets/posters/men/ea_dumbbell_one_arm_shoulder_press_version_2.jpg
1446,ea_dumbbell_plank_pullthrough,Dumbbell Plank Pullthrough,Shoulders,True,PASS,PASS,PASS,elbow; wrist,,,No targeted pattern issue detected,None,"Reaching under your body to drag a weight while holding a plank forces the shoulder that stays down to hold the whole load, and the stomach to stop the hips rotating. Two jobs at once, and neither can be faked.","Reaching under your body to drag a weight while holding a plank forces the shoulder that stays down to hold the whole load, and the stomach to stop the hips rotating. Two jobs at once, and neither can be faked.","Set up in a high plank with a dumbbell on the floor just outside one hand || Widen your feet for balance and squeeze your glutes and stomach || Reach under your chest with the opposite hand and grip the dumbbell || Drag it across to the other side while keeping your hips completely level || Return that hand to the floor and repeat, alternating sides","Set up in a high plank with a dumbbell on the floor just outside one hand || Widen your feet for balance and squeeze your glutes and stomach || Reach under your chest with the opposite hand and grip the dumbbell || Drag it across to the other side while keeping your hips completely level || Return that hand to the floor and repeat, alternating sides",../../mobile/assets/posters/girl/ea_dumbbell_plank_pullthrough.jpg
1447,ea_dumbbell_push_press,Dumbbell Push Press,Shoulders,False,PASS,NOT_VERIFIED,PASS,knee; shoulder,,,No targeted pattern issue detected,None,[not written — H3 pending],[not generated in this audit — H3 pending],"Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder height, palms facing each other. Keep your elbows close to your body || Slightly bend your knees and lower your body into a quarter squat, then explosively extend your legs and perform a light jump to drive the dumbbells upward || Press the dumbbells overhead by extending your arms fully, locking out your elbows at the top of the movement || Lower the dumbbells back to shoulder height in a controlled manner and repeat for the desired number of repetitions","Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder height, palms facing each other. Keep your elbows close to your body || Slightly bend your knees and lower your body into a quarter squat, then explosively extend your legs and perform a light jump to drive the dumbbells upward || Press the dumbbells overhead by extending your arms fully, locking out your elbows at the top of the movement || Lower the dumbbells back to shoulder height in a controlled manner and repeat for the desired number of repetitions",../../mobile/assets/posters/men/ea_dumbbell_push_press.jpg
1448,ea_dumbbell_rear_delt_row,Dumbbell Rear Delt Row,Shoulders,False,PASS,NOT_VERIFIED,PASS,shoulder; upper_back,,,No targeted pattern issue detected,None,[not written — H3 pending],[not generated in this audit — H3 pending],"Kneel with your right knee on a bench and your left foot firmly planted on the floor for stability. Lean forward until your torso is parallel to the floor, and place your right hand on the bench for support. Hold a dumbbell in your left hand with an overhand grip, allowing it to hang straight down from your shoulder || Row the dumbbell up towards your side, allowing your elbow to flare out to the side. Focus on squeezing your shoulder blades together at the top of the movement || Hold the top position briefly, ensuring your upper arm is parallel to the floor and your elbow is pointing outward || Slowly lower the dumbbell back to the starting position with control, allowing your arm to fully extend","Kneel with your right knee on a bench and your left foot firmly planted on the floor for stability. Lean forward until your torso is parallel to the floor, and place your right hand on the bench for support. Hold a dumbbell in your left hand with an overhand grip, allowing it to hang straight down from your shoulder || Row the dumbbell up towards your side, allowing your elbow to flare out to the side. Focus on squeezing your shoulder blades together at the top of the movement || Hold the top position briefly, ensuring your upper arm is parallel to the floor and your elbow is pointing outward || Slowly lower the dumbbell back to the starting position with control, allowing your arm to fully extend",../../mobile/assets/posters/men/ea_dumbbell_rear_delt_row.jpg
1449,ea_dumbbell_rear_full_shrugs,Dumbbell Rear Full Shrugs,Shoulders,False,P1,NOT_VERIFIED,PASS,lower_back; neck; upper_back,FORCED_ROM,Steps,Unqualified maximum-range cue may push a user beyond the range they can control without symptoms or compensation.,"Use the largest controlled, pain-free range available without compensation; regress range if alignment or symptoms deteriorate.",[not written — H3 pending],[not generated in this audit — H3 pending],"Stand with your feet shoulder-width apart, holding a dumbbell in each hand. Hold the dumbbells behind your back at shoulder width, with your palms facing each other || Lift your shoulders as high as possible towards your ears, squeezing your shoulders at the top of the movement || Slowly lower your shoulders back to the starting position with control, allowing your arms to fully extend","Stand with your feet shoulder-width apart, holding a dumbbell in each hand. Hold the dumbbells behind your back at shoulder width, with your palms facing each other || Lift your shoulders as high as you can go with control and without pain or compensation towards your ears, squeezing your shoulders at the top of the movement || Slowly lower your shoulders back to the starting position with control, allowing your arms to fully extend",../../mobile/assets/posters/men/ea_dumbbell_rear_full_shrugs.jpg
1450,ea_dumbbell_rear_lateral_raise,Dumbbell Rear Lateral Raise,Shoulders,False,P2,NOT_VERIFIED,PASS,shoulder,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.,[not written — H3 pending],[not generated in this audit — H3 pending],"Stand with your feet shoulder-width apart, holding a dumbbell in each hand with your arms hanging straight down and palms facing each other || Hinge at the hips to lean forward, keeping your back straight and knees slightly bent. Your torso should be almost parallel to the floor || Lift the dumbbells out to the sides in a wide arc until your arms are in line with your shoulders. Keep a slight bend in your elbows throughout the movement || Slowly lower the dumbbells back to the starting position with control and repeat","Stand with your feet shoulder-width apart, holding a dumbbell in each hand with your arms hanging straight down and palms facing each other || Hinge at the hips to lean forward, keeping your back straight and knees slightly bent. Your torso should be almost parallel to the floor || Lift the dumbbells out to the sides in a wide arc until your arms are in line with your shoulders. Keep a slight bend in your elbows throughout the movement || Slowly lower the dumbbells back to the starting position with control and repeat",../../mobile/assets/posters/men/ea_dumbbell_rear_lateral_raise.jpg
1451,ea_dumbbell_reverse_fly,Dumbbell Reverse Fly,Shoulders,False,PASS,NOT_VERIFIED,PASS,shoulder; upper_back,,,No targeted pattern issue detected,None,[not written — H3 pending],[not generated in this audit — H3 pending],"Begin by lying chest-first on an incline bench, with your feet planted firmly on the floor. Hold a dumbbell in each hand with your arms hanging down, palms facing each other || With a slight bend in your elbows, raise the dumbbells out to your sides until your arms are in line with your shoulders || Lower the dumbbells back to the starting position with control, maintaining the slight bend in your elbows || Repeat the exercise for the desired number of repetitions","Begin by lying chest-first on an incline bench, with your feet planted firmly on the floor. Hold a dumbbell in each hand with your arms hanging down, palms facing each other || With a slight bend in your elbows, raise the dumbbells out to your sides until your arms are in line with your shoulders || Lower the dumbbells back to the starting position with control, maintaining the slight bend in your elbows || Repeat the exercise for the desired number of repetitions",../../mobile/assets/posters/men/ea_dumbbell_reverse_fly.jpg
1452,ea_dumbbell_scott_press,Dumbbell Scott Press,Shoulders,False,P2,NOT_VERIFIED,PASS,shoulder,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Dumbbell Scott Press, Dumbbell Scott Press (360 Degrees).","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",[not written — H3 pending],[not generated in this audit — H3 pending],"Stand with your feet shoulder-width apart, holding a dumbbell in each hand in front of your face, arms bent at 90 degrees, upper arms parallel to the floor || Move the dumbbells outward in an arc motion, keeping your elbows bent and slightly raised, until your arms are extended to your sides just higher than shoulder height || Bring the dumbbells back to the starting position in front of your face, maintaining the 90-degree bend in your elbows || Repeat the arc motion for the desired number of repetitions","Stand with your feet shoulder-width apart, holding a dumbbell in each hand in front of your face, arms bent at 90 degrees, upper arms parallel to the floor || Move the dumbbells outward in an arc motion, keeping your elbows bent and slightly raised, until your arms are extended to your sides just higher than shoulder height || Bring the dumbbells back to the starting position in front of your face, maintaining the 90-degree bend in your elbows || Repeat the arc motion for the desired number of repetitions",../../mobile/assets/posters/men/ea_dumbbell_scott_press.jpg
1453,ea_dumbbell_scott_press_360_degrees,Dumbbell Scott Press (360 Degrees),Shoulders,False,P2,NOT_VERIFIED,PASS,shoulder,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Dumbbell Scott Press, Dumbbell Scott Press (360 Degrees).","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",[not written — H3 pending],[not generated in this audit — H3 pending],"Stand with your feet shoulder-width apart, holding a dumbbell in each hand in front of your face, arms bent at 90 degrees, upper arms parallel to the floor || Move the dumbbells outward in an arc motion, keeping your elbows bent and slightly raised, until your arms are extended to your sides just higher than shoulder height || Bring the dumbbells back to the starting position in front of your face, maintaining the 90-degree bend in your elbows || Repeat the arc motion for the desired number of repetitions","Stand with your feet shoulder-width apart, holding a dumbbell in each hand in front of your face, arms bent at 90 degrees, upper arms parallel to the floor || Move the dumbbells outward in an arc motion, keeping your elbows bent and slightly raised, until your arms are extended to your sides just higher than shoulder height || Bring the dumbbells back to the starting position in front of your face, maintaining the 90-degree bend in your elbows || Repeat the arc motion for the desired number of repetitions",../../mobile/assets/posters/men/ea_dumbbell_scott_press_360_degrees.jpg
1454,ea_dumbbell_seated_alternate_front_raise,Dumbbell Seated Alternate Front Raise,Shoulders,False,PASS,NOT_VERIFIED,PASS,shoulder,,,No targeted pattern issue detected,None,[not written — H3 pending],[not generated in this audit — H3 pending],"Sit on a bench with your feet flat on the floor and your back straight, holding a dumbbell in each hand with your arms hanging at your sides, palms facing your thighs || Raise your right arm straight in front of you to shoulder height while rotating the dumbbell to face down, keeping a slight bend in your elbow || Lower your right arm back to the starting position || Repeat by alternating arms for the desired number of repetitions","Sit on a bench with your feet flat on the floor and your back straight, holding a dumbbell in each hand with your arms hanging at your sides, palms facing your thighs || Raise your right arm straight in front of you to shoulder height while rotating the dumbbell to face down, keeping a slight bend in your elbow || Lower your right arm back to the starting position || Repeat by alternating arms for the desired number of repetitions",../../mobile/assets/posters/men/ea_dumbbell_seated_alternate_front_raise.jpg
1455,ea_dumbbell_seated_alternate_press,Dumbbell Seated Alternate Press,Shoulders,False,PASS,NOT_VERIFIED,PASS,shoulder,,,No targeted pattern issue detected,None,[not written — H3 pending],[not generated in this audit — H3 pending],"Sit on a bench with your back straight on the backrest and feet flat on the floor, holding a dumbbell in each hand in front of your face, arms bent at 90 degrees, upper arms parallel to the floor || Press the right dumbbell overhead until your arm is fully extended, keeping your left dumbbell in place || Lower the right dumbbell back to starting position and then press the left dumbbell overhead || Continue to alternate arms for the desired number of repetitions","Sit on a bench with your back straight on the backrest and feet flat on the floor, holding a dumbbell in each hand in front of your face, arms bent at 90 degrees, upper arms parallel to the floor || Press the right dumbbell overhead until your arm is fully extended, keeping your left dumbbell in place || Lower the right dumbbell back to starting position and then press the left dumbbell overhead || Continue to alternate arms for the desired number of repetitions",../../mobile/assets/posters/men/ea_dumbbell_seated_alternate_press.jpg
1456,ea_dumbbell_seated_alternate_shoulder_press,Dumbbell Seated Alternate Shoulder Press,Shoulders,False,PASS,NOT_VERIFIED,PASS,shoulder,,,No targeted pattern issue detected,None,[not written — H3 pending],[not generated in this audit — H3 pending],"Sit on a bench with your back straight and feet flat on the floor, holding a dumbbell in each hand at shoulder level, elbows facing outside, palms facing forward || Press the right dumbbell overhead until your arm is fully extended, keeping your left dumbbell at shoulder level || Lower the right dumbbell back to shoulder level while simultaneously pressing the left dumbbell overhead || Continue to alternate arms for the desired number of repetitions","Sit on a bench with your back straight and feet flat on the floor, holding a dumbbell in each hand at shoulder level, elbows facing outside, palms facing forward || Press the right dumbbell overhead until your arm is fully extended, keeping your left dumbbell at shoulder level || Lower the right dumbbell back to shoulder level while simultaneously pressing the left dumbbell overhead || Continue to alternate arms for the desired number of repetitions",../../mobile/assets/posters/men/ea_dumbbell_seated_alternate_shoulder_press.jpg
1457,ea_dumbbell_seated_front_raise,Dumbbell Seated Front Raise,Shoulders,False,PASS,NOT_VERIFIED,PASS,shoulder,,,No targeted pattern issue detected,None,[not written — H3 pending],[not generated in this audit — H3 pending],"Sit upright on a bench with your back on the backrest and feet flat on the floor. Hold a dumbbell in each hand, allowing your arms to hang down by your sides. Your palms should face your thighs || Begin the movement by raising both dumbbells in front of you, maintaining straight arms and rotating your palms to face down as the dumbbells rise || Continue lifting until your arms are parallel to the floor and the dumbbells are at shoulder height || Slowly and with control, lower the dumbbells back to the starting position, reversing the rotation of your palms to face your thighs again. Repeat for the desired number of repetitions","Sit upright on a bench with your back on the backrest and feet flat on the floor. Hold a dumbbell in each hand, allowing your arms to hang down by your sides. Your palms should face your thighs || Begin the movement by raising both dumbbells in front of you, maintaining straight arms and rotating your palms to face down as the dumbbells rise || Continue lifting until your arms are parallel to the floor and the dumbbells are at shoulder height || Slowly and with control, lower the dumbbells back to the starting position, reversing the rotation of your palms to face your thighs again. Repeat for the desired number of repetitions",../../mobile/assets/posters/men/ea_dumbbell_seated_front_raise.jpg
1458,ea_dumbbell_seated_lateral_raise,Dumbbell Seated Lateral Raise,Shoulders,False,PASS,NOT_VERIFIED,PASS,shoulder,,,No targeted pattern issue detected,None,[not written — H3 pending],[not generated in this audit — H3 pending],"Sit on a bench with your feet flat on the floor, holding a dumbbell in each hand. Let your arms hang down by your sides with your palms facing your body || Keep a slight bend in your elbows as you lift both arms out to the sides until they reach shoulder height,  forming a ""T"" shape with your body || Slowly lower the dumbbells back to the starting position with control. Repeat for the desired number of repetitions","Sit on a bench with your feet flat on the floor, holding a dumbbell in each hand. Let your arms hang down by your sides with your palms facing your body || Keep a slight bend in your elbows as you lift both arms out to the sides until they reach shoulder height,  forming a ""T"" shape with your body || Slowly lower the dumbbells back to the starting position with control. Repeat for the desired number of repetitions",../../mobile/assets/posters/men/ea_dumbbell_seated_lateral_raise.jpg
1459,ea_dumbbell_seated_reverse_close_grip_press,Dumbbell Seated Reverse Close Grip Press,Shoulders,False,PASS,NOT_VERIFIED,PASS,elbow; shoulder,,,No targeted pattern issue detected,None,[not written — H3 pending],[not generated in this audit — H3 pending],"Sit on a bench with your back straight on the backrest and feet flat on the floor. Hold a dumbbell in each hand, bringing them close in front of your face with your palms facing your head || Press the dumbbells upward until your arms are extended overhead, maintaining a close grip throughout the movement || Lower the dumbbells back to the starting position with control, keeping the weights close together. Repeat for the desired number of repetitions","Sit on a bench with your back straight on the backrest and feet flat on the floor. Hold a dumbbell in each hand, bringing them close in front of your face with your palms facing your head || Press the dumbbells upward until your arms are extended overhead, maintaining a close grip throughout the movement || Lower the dumbbells back to the starting position with control, keeping the weights close together. Repeat for the desired number of repetitions",../../mobile/assets/posters/men/ea_dumbbell_seated_reverse_close_grip_press.jpg
1460,ea_dumbbell_seated_shoulder_press,Dumbbell Seated Shoulder Press,Shoulders,False,PASS,NOT_VERIFIED,PASS,shoulder,,,No targeted pattern issue detected,None,[not written — H3 pending],[not generated in this audit — H3 pending],"Sit on a bench with your back supported, holding a dumbbell in each hand at shoulder height with your palms facing forward || Press the dumbbells upward until your arms are fully extended above your head || Pause briefly at the top, ensuring your arms are straight but not locked || Lower the dumbbells back to shoulder height with control. Repeat for the desired number of repetitions","Sit on a bench with your back supported, holding a dumbbell in each hand at shoulder height with your palms facing forward || Press the dumbbells upward until your arms are fully extended above your head || Pause briefly at the top, ensuring your arms are straight but not locked || Lower the dumbbells back to shoulder height with control. Repeat for the desired number of repetitions",../../mobile/assets/posters/men/ea_dumbbell_seated_shoulder_press.jpg
1461,ea_dumbbell_seated_shoulder_press_parallel_grip,Dumbbell Seated Shoulder Press Parallel Grip,Shoulders,False,PASS,NOT_VERIFIED,PASS,shoulder,,,No targeted pattern issue detected,None,[not written — H3 pending],[not generated in this audit — H3 pending],"Sit on a bench with back support. Hold a dumbbell in each hand at shoulder height, with your elbows bent at 90 degrees at chest level, facing forward, and your palms facing each other (parallel grip) || Press the dumbbells upward by extending your elbows, until your arms are fully extended above your head || Pause briefly at the top of the movement, ensuring that your arms are straight but not locked || Lower the dumbbells back to starting position following the steps in reverse. Repeat for the desired number of repetitions","Sit on a bench with back support. Hold a dumbbell in each hand at shoulder height, with your elbows bent at 90 degrees at chest level, facing forward, and your palms facing each other (parallel grip) || Press the dumbbells upward by extending your elbows, until your arms are fully extended above your head || Pause briefly at the top of the movement, ensuring that your arms are straight but not locked || Lower the dumbbells back to starting position following the steps in reverse. Repeat for the desired number of repetitions",../../mobile/assets/posters/men/ea_dumbbell_seated_shoulder_press_parallel_grip.jpg
1462,ea_dumbbell_seated_on_exercise_ball_shoulder_press,Dumbbell Seated on Exercise Ball Shoulder Press,Shoulders,False,PASS,NOT_VERIFIED,PASS,shoulder,,,No targeted pattern issue detected,None,[not written — H3 pending],[not generated in this audit — H3 pending],"Sit on an exercise ball with your feet flat on the floor, hip-width apart. Hold a dumbbell in each hand at shoulder level with your palms facing forward || Press the dumbbells upward until your arms are fully extended above your head || Briefly hold the position at the top, then slowly lower the dumbbells back to shoulder level || Repeat the movement for the desired number of repetitions","Sit on an exercise ball with your feet flat on the floor, hip-width apart. Hold a dumbbell in each hand at shoulder level with your palms facing forward || Press the dumbbells upward until your arms are fully extended above your head || Briefly hold the position at the top, then slowly lower the dumbbells back to shoulder level || Repeat the movement for the desired number of repetitions",../../mobile/assets/posters/men/ea_dumbbell_seated_on_exercise_ball_shoulder_press.jpg
1463,ea_dumbbell_shoulder_extension,Dumbbell Shoulder Extension,Shoulders,True,P1,PASS,PASS,,PRIOR_REAUDIT; SPINE_CUE; JOINT_LOCK; POSTURE_CAUSAL; SUPERLATIVE_CLAIM,Purpose; Purpose/Steps; Steps,"This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open. | Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer. | Uses 'lock' at a knee/elbow, which can be interpreted as forceful hyperextension. | Attributes posture/tightness to a single lifestyle cause or implies one exercise corrects it without assessment. | Uses a best/most/only/comparative claim without a defined population, outcome or evidence threshold.","Replace with 'can', 'may', 'often', 'a useful option', or a specific observable training effect.; Use neutral wording about the movement/muscles; avoid claiming one exercise reverses a lifestyle/postural problem without assessment. | Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal. | Use 'fully extend without forceful hyperextension' or simply 'straighten under control'. | Describe the movement/muscles and mobility target; avoid diagnosing a posture problem or promising to reverse it. | State the direct training effect, or soften to 'can', 'may', 'often', 'a useful option' and define the comparison if it matters.","Taking the arms behind the body works the back of the shoulder and the lats through a range that almost nothing else uses. It directly opens the front of the shoulders, which is where the tightness from sitting collects.",Trains the shoulder musculature through the Dumbbell Shoulder Extension movement. Use a comfortable range and stop if you feel sharp or pinching pain.,"Stand tall with a light dumbbell in each hand, arms by your sides, palms facing back || Keep the ribs down and the chest open, without arching the lower back || Sweep both arms straight back behind you with the elbows locked || Go only as far as the shoulders allow without the chest collapsing forward || Return to your sides slowly, resisting the weight the whole way","Stand tall with a light dumbbell in each hand, arms by your sides, palms facing back || Keep the ribs down and the chest open, without arching the lower back || Sweep both arms straight back behind you with the elbows locked || Go only as far as the shoulders allow without the chest collapsing forward || Return to your sides slowly, resisting the weight the whole way",../../mobile/assets/posters/girl/ea_dumbbell_shoulder_extension.jpg
